"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"AO400084","AO400084-CRT","AO400084-CRT","1864298-0006","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400087","AO400087-CRT","AO400087-CRT","1297847-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400089","AO400089-CRT","AO400089-CRT","1399175-0025","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400090","AO400090-CRT","AO400090-CRT","1297849-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400091","AO400091-CRT","AO400091-CRT","1297848-0025","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400092","AO400092-CRT","AO400092-CRT","1269345-0031","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400094","AO400094-CRT","AO400094-CRT","1296600-0039","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400096","AO400096-CRT","AO400096-CRT","1297847-0043","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400097","AO400097-CRT","AO400097-CRT","1299486-0002","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor",,,,,
"AO400098","AO400098-CRT","AO400098-CRT","1432210-0038","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400099","AO400099-CRT","AO400099-CRT","1770300-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor",,,,,
"AO400101","AO400101-CRT","AO400101-CRT","TEMPVIHA002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400102","AO400102-CRT","AO400102-CRT","1896908-0008","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400103","AO400103-CRT","AO400103-CRT","1687546-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor",,,,,
"AO400105","AO400105-CRT","AO400105-CRT","1269741-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400106","AO400106-CRT","AO400106-CRT","1269828-0052","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400107","AO400107-CRT","AO400107-CRT","1269345-0027","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400108","AO400108-CRT","AO400108-CRT","1297847-0062","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400109","AO400109-CRT","AO400109-CRT","1780587-0056","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400110","AO400110-CRT","AO400110-CRT","1854599-0037","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400111LEG","AO400111-CRT","AO400111-CRT","1801428-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400112","AO400112-CRT","AO400112-CRT","1709998-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400114","AO400114-CRT","AO400114-CRT","1799500-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400115","AO400115-CRT","AO400115-CRT","1296600-0023","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor",,,,,
"AO400119","AO400119-CRT","AO400119-CRT","1297848-0046","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400122","AO400122-CRT","AO400122-CRT","1432210-0040","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400123","AO400123-CRT","AO400123-CRT","1269828-0006","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400124","AO400124-CRT","AO400124-CRT","1874224-0106","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400127","AO400127-CRT","AO400127-CRT","1442218-0004","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400129","AO400129-CRT","AO400129-CRT","1296600-0046","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400130","AO400130-CRT","AO400130-CRT","1442218-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400132","AO400132-CRT","AO400132-CRT","1780745-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400134LEG","AO400134-CRT","AO400134-CRT","1268836-0020","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400136","AO400136-CRT","AO400136-CRT","1297846-0022","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400137","AO400137-CRT","AO400137-CRT","1297847-0029","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400138","AO400138-CRT","AO400138-CRT","1269828-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400139","AO400139-CRT","AO400139-CRT","1661962-0062","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400143","AO400143-CRT","AO400143-CRT","1743106-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor",,,,,
"","AO400146-CRT","AO400146-CRT","1299486-0013","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor",,,,,
"AO400147LEG","AO400147-CRT","AO400147-CRT","1269827-0009","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400148","AO400148-CRT","AO400148-CRT","1269827-0007","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400149","AO400149-CRT","AO400149-CRT","1269828-0049","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400150LEG","AO400150-CRT","AO400150-CRT","1299486-0010","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400151","AO400151-CRT","AO400151-CRT","1297848-0065","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"","AO400152-CRT","AO400152-CRT","1297847-0036","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400154","AO400154-CRT","AO400154-CRT","1269345-0021","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400156","AO400156-CRT","AO400156-CRT","1297848-0045","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor",,,,,
"AO400157","AO400157-CRT","AO400157-CRT","1675506-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400158","AO400158-CRT","AO400158-CRT","1441006-0033","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400159","AO400159-CRT","AO400159-CRT","1297849-0028","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400163","AO400163-CRT","AO400163-CRT","1269828-0040","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400165","AO400165-CRT","AO400165-CRT","1299486-0018","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400166","AO400166-CRT","AO400166-CRT","1269827-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400167","AO400167-CRT","AO400167-CRT","1296600-0010","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor",,,,,
"AO400170","AO400170-CRT","AO400170-CRT","1896908-0018","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400172","AO400172-CRT","AO400172-CRT","1269742-0020","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor",,,,,
"AO400176","AO400176-CRT","AO400176-CRT","1269345-0016","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400177","AO400177-CRT","AO400177-CRT","1441006-0018","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400180","AO400180-CRT","AO400180-CRT","1752911-0050","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400182","AO400182-CRT","AO400182-CRT","TEMPVIHA001","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor",,,,,
"AO400183","AO400183-CRT","AO400183-CRT","1269345-0010","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400185","AO400185-CRT","AO400185-CRT","1270106-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400186","AO400186-CRT","AO400186-CRT","1269345-0013","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400188","AO400188-CRT","AO400188-CRT","1269828-0033","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400194","AO400194-CRT","AO400194-CRT","1269827-0028","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400195","AO400195-CRT","AO400195-CRT","1726201-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400197","AO400197-CRT","AO400197-CRT","1929808-0027","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400198","AO400198-CRT","AO400198-CRT","1296600-0033","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400199","AO400199-CRT","AO400199-CRT","1801000-0015","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400202","AO400202-CRT","AO400202-CRT","1269828-0029","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400203","AO400203-CRT","AO400203-CRT","1269345-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1",,,,,
"AO400204","AO400204-CRT","AO400204-CRT","1840497-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400207LEG","AO400207-CRT","AO400207-CRT","1270106-0029","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400208","AO400208-CRT","AO400208-CRT","1269741-0045","VIHA-DPRC-Dufferin Place (NRGH)",,,,,
"AO400210","AO400210-CRT","AO400210-CRT","1299486-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400211","AO400211-CRT","AO400211-CRT","1296600-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building",,,,,
"AO400214","AO400214-CRT","AO400214-CRT","1269742-0012","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor",,,,,
"AO400215","AO400215-CRT","AO400215-CRT","1296600-0051","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400216","AO400216-CRT","AO400216-CRT","1297847-0057","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400217","AO400217-CRT","AO400217-CRT","1270106-0036","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400218","AO400218-CRT","AO400218-CRT","1269345-0017","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400219","AO400219-CRT","AO400219-CRT","1893201-0003","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1",,,,,
"AO400220","AO400220-CRT","AO400220-CRT","1269741-0020","VIHA-DPRC-Dufferin Place (NRGH)",,,,,
"AO400223","AO400223-CRT","AO400223-CRT","1269345-0022","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400224","AO400224-CRT","AO400224-CRT","1269741-0021","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400225","AO400225-CRT","AO400225-CRT","1269828-0009","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400226","AO400226-CRT","AO400226-CRT","128836-0016","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400227","AO400227-CRT","AO400227-CRT","1896908-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"","AO400228-CRT","AO400228-CRT","1297850-0006","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic",,,,,
"AO400230","AO400230-CRT","AO400230-CRT","1297847-0031","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"HSS-8079846","AO400233-CRT","AO400233-CRT","1441006-0037","NTT-Microserve-Warehouse-Victoria",,,,,
"AO400235","AO400235-CRT","AO400235-CRT","1990199-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400236","AO400236-CRT","AO400236-CRT","1388700-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400237","AO400237-CRT","AO400237-CRT","1886911-0008","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400256","AO400256-CRT","AO400256-CRT","1670265-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400257","AO400257-CRT","AO400257-CRT","1740163-0004","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"","AO400258-CRT","AO400258-CRT","1269345-0029","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400261","AO400261-CRT","AO400261-CRT","1297846-0030","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400262","AO400262-CRT","AO400262-CRT","1269345-0035","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400263","AO400263-CRT","AO400263-CRT","1296600-0055","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400265","AO400265-CRT","AO400265-CRT","1269345-0020","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400266","AO400266-CRT","AO400266-CRT","1784733-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400267","AO400267-CRT","AO400267-CRT","1264626-0013","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor",,,,,
"AO400268","AO400268-CRT","AO400268-CRT","1269827-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400269","AO400269-CRT","AO400269-CRT","1297847-0051","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400270LEG","AO400270-CRT","AO400270-CRT","1269828-0041","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400272","AO400272-CRT","AO400272-CRT","1542597-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400273","AO400273-CRT","AO400273-CRT","1296600-0020","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400274","AO400274-CRT","AO400274-CRT","1269828-0013","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1",,,,,
"AO400277","AO400277-CRT","AO400277-CRT","1299486-0004","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400278","AO400278-CRT","AO400278-CRT","1756050-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1",,,,,
"AO400280","AO400280-CRT","AO400280-CRT","1297847-0008","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400281","AO400281-CRT","AO400281-CRT","1264351-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400282","AO400282-CRT","AO400282-CRT","1297847-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400283","AO400283-CRT","AO400283-CRT","1801000-0017","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400289","AO400289-CRT","AO400289-CRT","1269345-0033","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400291","AO400291-CRT","AO400291-CRT","1269828-0030","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400292LEG","AO400292-CRT","AO400292-CRT","1269827-0011","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400293","AO400293-CRT","AO400293-CRT","1700302-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400294","AO400294-CRT","AO400294-CRT","1296600-0029","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"","AO400295-CRT","AO400295-CRT","1835899-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400296","AO400296-CRT","AO400296-CRT","1297847-0063","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400298","AO400298-CRT","AO400298-CRT","1388700-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1",,,,,
"","AO400300-CRT","AO400300-CRT","1734044-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400301","AO400301-CRT","AO400301-CRT","1299486-0007","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor",,,,,
"AO400302","AO400302-CRT","AO400302-CRT","1755031-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400304","AO400304-CRT","AO400304-CRT","1269742-0018","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor",,,,,
"AO400306","AO400306-CRT","AO400306-CRT","1624715-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400307","AO400307-CRT","AO400307-CRT","1441006-0015","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400312","AO400312-CRT","AO400312-CRT","1296600-0058","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor",,,,,
"AO400313LEG","AO400313-CRT","AO400313-CRT","1782509-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400314","AO400314-CRT","AO400314-CRT","1296600-0018","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400315","AO400315-CRT","AO400315-CRT","1296600-0045","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400316","AO400316-CRT","AO400316-CRT","1542597-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400317","AO400317-CRT","AO400317-CRT","1297848-0061","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400319","AO400319-CRT","AO400319-CRT","1896906-0059","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor",,,,,
"AO400320","AO400320-CRT","AO400320-CRT","1442218-0011","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400321","AO400321-CRT","AO400321-CRT","1896906-0019","VIHA-VGH-Victoria General Hospital-Parking Office-1st Floor",,,,,
"AO400323","AO400323-CRT","AO400323-CRT","1269827-0006","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400325","AO400325-CRT","AO400325-CRT","1840497-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400326","AO400326-CRT","AO400326-CRT","1297847-0041","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400327","AO400327-CRT","AO400327-CRT","1396313-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400331","AO400331-CRT","AO400331-CRT","1844497-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400333","AO400333-CRT","AO400333-CRT","1269741-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400334","AO400334-CRT","AO400334-CRT","1782700-0005","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400335","AO400335-CRT","AO400335-CRT","1840497-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400336","AO400336-CRT","AO400336-CRT","1957101-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400337","AO400337-CRT","AO400337-CRT","1269827-0026","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400338","AO400338-CRT","AO400338-CRT","1269742-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400339","AO400339-CRT","AO400339-CRT","1297847-0017","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400343","AO400343-CRT","AO400343-CRT","1827614-0007","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400344","AO400344-CRT","AO400344-CRT","1269741-0025","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400345","AO400345-CRT","AO400345-CRT","1854605-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400346","AO400346-CRT","AO400346-CRT","1441006-0040","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400350","AO400350-CRT","AO400350-CRT","1299486-0017","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"","AO400351-CRT","AO400351-CRT","1296600-0027","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400352","AO400352-CRT","AO400352-CRT","1296600-0019","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400354","AO400354-CRT","AO400354-CRT","1801000-0042","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400355","AO400355-CRT","AO400355-CRT","1296600-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400356","AO400356-CRT","AO400356-CRT","1270106-0043","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400357","AO400357-CRT","AO400357-CRT","1297847-0010","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400359","AO400359-CRT","AO400359-CRT","1297847-0056","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400361","AO400361-CRT","AO400361-CRT","1269828-0020","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400363","AO400363-CRT","AO400363-CRT","1269345-0036","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400365","AO400365-CRT","AO400365-CRT","1297847-0028","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400366","AO400366-CRT","AO400366-CRT","1270106-0053","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400367","AO400367-CRT","AO400367-CRT","1296600-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400369","AO400369-CRT","AO400369-CRT","1442218-0012","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400370","AO400370-CRT","AO400370-CRT","1297847-0054","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO400371","AO400371-CRT","AO400371-CRT","1299486-0016","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400372","AO400372-CRT","AO400372-CRT","1297847-0014","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400373","AO400373-CRT","AO400373-CRT","1297847-0047","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400375","AO400375-CRT","AO400375-CRT","1269827-0017","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400376","AO400376-CRT","AO400376-CRT","1297848-0031","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400377","AO400377-CRT","AO400377-CRT","1296600-0013","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400381","AO400381-CRT","AO400381-CRT","1296600-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400382","AO400382-CRT","AO400382-CRT","1297847-0061","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400384","AO400384-CRT","AO400384-CRT","1296600-0050","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400385","AO400385-CRT","AO400385-CRT","1297847-0002","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400386","AO400386-CRT","AO400386-CRT","1269345-0025","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor",,,,,
"AO400387","AO400387-CRT","AO400387-CRT","1644601-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor",,,,,
"AO400388","AO400388-CRT","AO400388-CRT","1269345-0007","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1",,,,,
"AO400390","AO400390-CRT","AO400390-CRT","1297849-0008","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400392","AO400392-CRT","AO400392-CRT","1297847-0007","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400394","AO400394-CRT","AO400394-CRT","1296600-0048","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400396","AO400396-CRT","AO400396-CRT","1441006-0038","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO400398","AO400398-CRT","AO400398-CRT","1297847-0039","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"AO400399","AO400399-CRT","AO400399-CRT","1296600-0021","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400400","AO400400-CRT","AO400400-CRT","1299486-0019","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400401","AO400401-CRT","AO400401-CRT","1299486-0006","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400402","AO400402-CRT","AO400402-CRT","1269741-0049","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO400403","AO400403-CRT","AO400403-CRT","1823443-0013","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO400404","AO400404-CRT","AO400404-CRT","1269741-0001","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
